CAZyme,ART45,ART46,ART47,ART48,ART49,ART50,CIGOMA4,CIGOMD18,DELGOM54,DELGOM55,DELGOM56,DELGOM57,DELGOM58,DELGOM59,DELGOM60,DSANT06,DSANT08,DSANT09,DSANT11,DSANT95,GBGOC44,GBGOC45,GBGOC47,GYRPAC92,HRSPAC47,KJGOM4,KJGOM5,KJGOM6,KOR52,KOR58,LOKART30,LOKART60,LOKART62,LOKART95,MARPAC23,SMMPAC33,SMMPAC46
GH14,4,3,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7,0,2,0,0,0,1,0,5,0,0,0,0,0,0
GH140,14,29,17,2,5,11,4,64,6,41,30,16,17,14,13,56,52,33,54,34,86,55,109,4,9,2,37,67,240,13,125,57,235,91,3,221,88
GH141,36,35,20,4,8,13,0,85,5,26,12,10,12,5,12,118,58,77,45,14,87,64,95,0,9,2,31,85,135,11,368,62,379,150,0,325,72
GH142,11,23,10,3,6,6,2,22,1,10,5,3,0,2,0,20,5,34,6,2,15,16,12,1,1,3,9,16,34,3,14,9,54,16,2,33,14
GH143,8,4,2,0,3,2,0,5,0,3,1,1,0,0,0,8,5,7,4,3,1,0,1,0,0,0,2,12,39,0,7,4,48,29,0,23,12
GH144,40,41,14,3,5,12,1,30,4,12,27,9,20,20,22,46,41,47,27,107,64,59,59,1,37,4,16,36,80,7,34,12,48,22,1,123,72
GH145,30,20,18,5,7,6,1,40,12,27,13,22,10,8,10,31,28,67,49,13,27,28,30,0,3,3,33,55,139,11,49,33,91,40,4,136,63
GH146,9,14,10,4,3,4,2,32,5,9,5,5,1,1,2,47,21,39,21,2,22,20,16,0,0,1,13,22,59,7,74,25,177,73,1,155,38
GH147,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,3,0,0,0,0,1,0,0,0,1,2,2,0,4,0,5,3,0,8,0
GH148,48,42,16,6,7,8,3,81,15,50,13,19,19,8,14,24,18,12,42,4,87,68,54,0,1,3,25,58,88,4,79,35,174,74,1,171,52
GH149,105,78,20,2,23,35,0,4,0,2,1,0,0,0,0,59,39,72,34,15,3,1,15,0,2,1,0,0,95,35,4,0,3,0,0,8,3
GH15,211,364,309,92,105,128,190,139,46,87,38,65,46,27,35,53,52,60,33,155,90,98,92,63,32,205,181,81,156,66,266,106,292,134,39,217,110
GH150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,0,2,2,1,0,0,0,0,0,0,0,1,1,1,0,0,11,3
GH151,20,16,17,0,4,7,0,46,10,40,22,23,15,19,14,61,38,18,38,6,95,63,46,2,1,2,23,37,103,6,130,84,241,86,0,156,45
GH152,2,4,2,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,4,0,8,6,2,3,0
GH153,27,49,25,9,28,20,7,8,4,1,3,4,2,6,5,2,2,3,4,10,12,15,15,3,5,8,6,5,7,16,5,1,1,3,6,13,12
GH154,8,14,3,3,6,3,0,0,1,1,2,2,1,5,5,8,6,11,8,13,10,7,4,0,3,0,1,5,24,3,14,3,20,11,0,13,5
GH156,11,20,21,0,4,7,3,15,0,4,20,0,1,1,2,13,2,6,8,5,25,15,9,0,0,0,0,1,10,0,158,104,257,44,3,64,12
GH157,12,9,3,2,4,7,0,0,0,0,2,0,1,1,0,7,4,7,3,1,9,7,7,0,2,0,1,4,6,6,3,0,4,1,0,3,6
GH158,285,244,119,59,89,136,9,14,6,7,2,14,0,4,5,77,98,140,45,25,31,47,21,4,7,14,12,18,149,78,19,13,34,39,1,41,19
GH159,3,1,1,0,0,1,0,2,0,4,2,0,2,0,0,15,3,2,2,2,1,0,4,0,0,0,3,1,25,0,5,2,5,2,0,21,16
GH16,21,9,13,5,5,7,0,4,3,2,2,5,1,1,0,36,13,21,5,16,8,8,40,0,4,1,6,5,25,17,9,3,14,5,0,50,9
GH160,0,0,1,0,0,0,0,3,0,0,0,0,0,2,0,1,2,0,0,0,3,1,4,0,0,0,1,3,0,0,0,0,3,1,0,5,2
GH161,4,0,2,0,0,0,2,3,0,2,5,0,0,1,1,1,3,1,1,1,13,15,10,2,6,2,2,4,3,0,6,9,13,8,0,19,1
GH162,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0
GH163,129,137,118,22,35,53,14,148,48,128,95,82,47,49,53,105,78,81,151,28,203,156,215,9,21,13,70,99,208,9,355,253,796,263,3,546,155
GH164,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,2,1,3,0,5,4,4,0,6,0,0,0,6,0,6,2,17,7,0,4,0
GH165,30,44,29,0,5,15,7,60,3,14,21,2,3,3,0,34,15,28,23,16,72,45,45,0,1,4,14,35,57,3,248,123,365,124,2,257,56
GH166,8,10,12,5,3,1,2,1,3,1,7,1,5,6,5,8,12,23,1,23,65,41,36,4,15,7,9,3,12,1,20,4,22,6,6,24,16
GH167,1,2,0,0,0,2,0,1,0,0,0,0,0,0,1,1,1,1,1,0,17,11,15,0,0,0,0,1,4,0,12,4,20,6,0,6,4
GH168,37,40,19,2,6,17,0,8,3,3,1,3,0,1,1,28,13,22,18,4,22,23,10,0,1,0,4,7,96,3,33,3,32,10,0,47,16
GH16_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,5,0
GH16_10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,5,1
GH16_11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,5,1,0,1,0,0,0,0,0,0,1,6,0,0,0,2,0,0,0,0
GH16_12,1,0,0,0,0,1,0,1,0,1,0,3,0,0,0,54,19,15,7,2,0,0,0,0,0,0,0,3,14,0,0,0,1,0,0,1,1
GH16_13,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,20,11,30,7,6,0,0,0,0,0,0,0,2,7,0,11,3,24,9,0,6,0
GH16_14,4,5,2,0,0,0,0,29,9,21,10,15,1,0,2,7,5,6,16,0,6,5,15,0,0,0,10,24,24,0,15,7,39,19,0,44,16
GH16_15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GH16_16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
GH16_17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,6,2,8,0,0,1,0,0,0,0,0,15,0,1,0,2,1,0,0,0
GH16_21,30,37,34,7,9,11,7,10,1,4,7,4,5,5,12,5,4,14,5,14,10,9,13,10,3,13,9,12,11,3,30,13,42,18,3,15,5
GH16_23,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,1,0,2,1,0,1,1
GH16_24,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,2,2,0,5,0,0,0,0,1,0
GH16_25,2,2,0,0,0,1,0,0,0,0,1,1,1,1,1,6,4,5,3,0,15,13,11,0,0,0,2,1,8,1,1,0,1,0,0,5,4
GH16_26,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,7,3,4,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0
GH16_3,791,593,261,119,201,283,22,64,47,43,17,61,15,5,8,404,373,573,158,158,59,41,162,7,31,28,86,120,687,228,92,22,157,62,4,239,109
GH16_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
GH16_5,19,21,4,0,4,5,0,9,6,3,3,0,2,1,1,39,35,102,13,78,8,9,24,0,1,1,6,10,15,2,8,4,21,10,1,33,10
GH16_7,2,0,2,0,0,0,0,3,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,11,1,8,1,9,3,0,7,5
GH16_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
GH17,124,110,52,13,34,61,0,4,1,1,2,1,1,1,4,93,79,125,22,29,9,11,16,0,7,0,1,2,97,27,9,1,12,8,1,14,4
GH18,153,122,75,34,39,54,8,22,6,8,18,7,11,10,14,75,52,74,31,65,132,102,207,4,24,12,24,31,100,14,140,39,167,73,8,137,34
GH19,32,32,28,11,2,7,6,2,2,0,0,3,0,0,0,2,5,9,4,26,2,4,13,6,6,4,2,1,28,9,5,0,20,35,8,41,4
GH2,103,109,58,11,16,40,7,77,0,20,16,5,6,14,5,400,179,236,64,207,287,178,456,0,53,0,37,65,308,25,442,99,614,274,8,551,127
GH20,394,404,265,52,97,161,54,149,22,105,70,65,50,51,41,343,221,340,132,174,269,205,433,16,51,45,77,117,357,40,277,101,407,201,36,606,236
GH22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0
GH23,2893,3281,2528,885,996,1352,768,641,240,299,208,430,193,170,188,725,806,832,661,679,924,770,1684,275,252,907,711,408,2310,636,674,309,981,585,367,1833,729
GH24,150,139,96,29,28,46,7,38,10,14,2,10,4,0,7,4,9,7,15,31,29,26,175,10,16,18,30,27,78,62,226,42,175,282,2,304,48
GH25,55,54,37,14,16,26,6,67,7,62,40,12,20,22,16,36,43,45,24,182,52,49,96,3,15,8,36,74,43,8,198,104,195,127,7,223,51
GH26,49,40,20,7,12,15,3,28,5,6,12,6,3,4,5,112,72,78,25,59,40,27,72,0,12,3,21,34,125,13,80,22,106,50,2,154,53
GH27,5,5,3,2,1,3,0,10,1,10,7,2,2,3,4,33,17,12,12,11,33,20,34,0,0,2,5,9,32,8,26,6,43,26,0,63,25
GH28,62,48,31,1,5,17,2,136,20,60,33,28,17,7,16,145,89,68,61,34,66,33,137,2,11,4,66,175,287,19,172,52,284,170,3,413,175
GH29,451,300,184,34,65,127,24,318,61,204,96,99,48,41,47,830,466,570,300,126,383,257,506,8,48,24,201,379,1137,98,898,256,1243,570,13,1718,696
GH3,1896,1942,1297,494,631,832,345,394,161,326,237,270,177,163,170,762,708,797,424,686,707,527,1139,146,175,312,342,329,1619,393,637,197,927,518,169,1725,749
GH30,6,5,4,0,1,2,1,16,1,5,2,1,0,0,0,16,9,12,3,1,13,6,14,0,0,2,3,10,21,1,31,3,51,19,0,48,13
GH30_1,131,69,28,11,24,42,0,3,2,5,1,1,2,2,1,92,72,112,33,12,6,4,15,0,12,0,2,15,111,25,13,1,12,3,0,19,10
GH30_2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,2,0,2,0,0,1,0,0,0,0,0,4,0,2,0,3,3,0,1,0
GH30_3,8,4,3,0,0,2,0,3,2,2,2,0,0,0,1,4,3,3,1,15,3,2,0,0,2,0,6,4,14,1,5,1,3,1,0,15,6
GH30_4,15,7,10,2,2,6,2,5,1,1,0,1,0,0,0,16,12,9,6,2,10,6,25,0,3,1,9,7,19,0,10,1,10,6,0,47,21
GH30_5,3,1,4,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,0,4,4,3,0,4,0,1,4,0,14,4
GH30_7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH30_8,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0
GH30_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH31,179,136,68,21,40,61,14,43,7,33,42,19,39,28,37,190,155,189,103,150,183,126,233,2,39,12,26,44,193,42,135,26,176,100,4,316,133
GH32,122,132,102,14,34,41,14,170,61,115,33,86,16,12,21,150,107,121,110,146,95,80,146,8,16,21,116,237,287,19,366,156,680,345,3,910,331
GH33,361,326,267,47,60,134,34,228,29,101,73,58,50,34,34,237,146,260,192,121,277,208,254,24,17,56,92,178,332,18,607,298,952,395,26,770,244
GH35,8,15,23,1,2,1,33,29,4,10,16,12,9,9,12,19,7,11,8,18,67,58,53,4,18,11,15,25,21,2,59,27,121,53,6,89,28
GH36,14,17,10,1,5,4,4,22,0,9,6,0,4,8,2,40,27,44,11,91,66,40,49,0,13,0,6,9,36,10,77,35,116,30,0,75,20
GH37,56,37,25,12,16,17,12,5,4,4,2,10,2,0,1,15,19,29,9,19,18,20,23,3,1,18,19,8,20,6,18,6,20,7,7,29,7
GH38,151,180,177,36,31,65,58,192,52,188,176,94,163,134,140,153,139,108,162,87,684,518,507,14,88,52,93,134,287,28,363,220,670,283,15,740,273
GH39,16,15,14,1,3,6,4,55,3,37,63,10,76,72,74,24,28,20,44,37,352,305,243,0,18,3,23,40,143,5,109,97,295,87,1,275,72
GH4,122,188,124,21,40,48,25,377,102,376,175,194,140,108,129,100,106,60,214,110,428,329,340,23,37,22,118,287,300,16,494,337,1059,500,16,916,292
GH42,22,21,13,5,5,4,0,56,10,42,15,17,12,8,12,39,39,45,37,88,131,118,95,1,13,1,29,47,116,18,107,56,236,75,1,161,49
GH43,6,10,9,1,4,7,3,8,5,3,3,1,1,1,1,4,1,7,9,0,17,10,28,0,0,4,4,11,39,2,34,7,43,22,1,60,12
GH43_1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,32,20,24,1,16,0,0,1,0,1,0,0,2,14,2,0,0,0,0,0,2,3
GH43_10,4,2,2,0,0,0,0,8,3,10,3,3,0,0,0,8,8,14,6,18,2,1,3,2,0,0,8,12,60,3,4,2,15,5,0,57,24
GH43_11,43,39,6,6,9,17,0,2,0,3,0,1,0,0,0,32,20,37,5,32,4,4,17,0,1,1,1,8,35,13,4,1,9,6,0,17,5
GH43_12,9,18,11,1,3,4,2,3,2,1,3,5,1,1,0,44,27,25,4,34,3,3,5,2,0,0,3,3,61,12,15,1,12,12,1,18,12
GH43_14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GH43_15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0
GH43_16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GH43_17,3,6,6,0,0,1,0,7,0,7,2,3,3,0,6,7,8,8,5,5,6,3,15,1,0,0,5,6,33,3,5,1,8,1,0,33,17
GH43_18,6,16,3,0,4,4,0,11,5,11,2,15,3,1,1,27,24,26,14,3,9,6,27,0,2,1,8,28,83,3,26,11,62,29,0,86,29
GH43_19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
GH43_2,9,5,1,0,1,2,0,0,0,0,1,1,0,1,0,34,10,5,1,1,8,5,14,0,0,0,2,2,27,6,3,0,4,1,0,15,7
GH43_20,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,3,2,0,2,4
GH43_22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
GH43_23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,1,0
GH43_24,26,38,15,4,11,20,0,22,7,4,4,9,1,2,4,15,9,11,9,13,3,2,12,0,1,0,8,30,41,5,17,5,38,13,0,54,29
GH43_26,18,21,16,3,1,8,0,7,2,0,2,3,0,0,0,11,4,9,6,30,5,4,16,0,2,0,4,3,30,3,9,1,14,4,0,44,13
GH43_27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH43_28,4,4,4,1,0,1,1,4,1,6,1,2,4,2,0,8,1,5,1,22,1,1,3,0,1,2,5,10,20,1,5,6,26,15,2,35,16
GH43_29,15,12,5,2,2,3,0,1,1,0,0,0,1,0,0,29,16,17,3,5,1,0,8,2,0,0,3,10,40,6,7,0,14,8,1,45,20
GH43_3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,2,1,20,0,4,0,0,1,2,0,2,0,6,3,0,7,9
GH43_30,5,7,5,1,2,2,0,1,0,1,0,1,1,0,0,1,1,10,5,25,2,1,2,0,0,0,0,0,4,0,9,0,0,2,0,1,1
GH43_31,6,1,3,0,1,0,1,20,4,11,1,7,2,0,2,2,3,1,1,0,26,18,99,0,0,3,6,7,13,3,17,3,15,7,0,52,11
GH43_32,0,2,2,0,1,2,3,1,0,0,0,2,0,0,1,2,0,2,1,1,2,0,8,0,1,4,0,3,3,1,4,3,3,1,0,6,4
GH43_33,6,3,4,0,0,2,0,6,0,3,0,2,1,1,0,4,4,3,4,4,10,11,29,0,1,0,4,8,3,0,9,5,14,9,0,35,9
GH43_34,4,5,0,0,2,1,0,1,2,2,0,2,0,1,0,29,14,17,6,6,5,3,10,0,0,0,1,2,55,4,9,2,12,6,0,8,5
GH43_35,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4,1,1,0,11,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0
GH43_37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
GH43_4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,13,1,1,1,0,0,0,1,2,6,1,2,0,2,3,0,11,2
GH43_5,7,9,9,1,4,3,0,10,6,7,2,5,0,1,0,1,2,2,4,2,1,0,3,1,0,0,16,24,20,4,14,3,27,19,0,65,21
GH43_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
GH43_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
GH43_9,3,2,1,0,3,1,0,3,2,1,0,0,1,0,0,4,3,5,1,1,0,0,1,0,0,0,1,2,16,1,4,0,10,4,0,18,7
GH44,2,2,3,0,0,0,0,1,0,2,0,0,0,0,0,3,1,5,5,0,2,2,3,0,0,2,0,0,2,0,7,0,9,0,0,7,4
GH45,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,5,0
GH46,4,10,8,4,4,1,10,1,2,1,0,1,0,0,0,0,0,3,2,1,4,2,4,5,1,3,6,2,5,0,1,4,4,2,1,1,0
GH47,2,1,0,0,1,0,0,3,0,0,0,2,0,0,0,11,5,4,3,1,4,3,3,0,0,0,0,2,7,0,1,0,2,0,0,9,1
GH49,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,2,0,0,0,0,0,0,0,2,0,3,2,0,4,1
GH5,18,32,14,4,4,6,4,37,4,23,2,2,5,7,6,17,9,11,17,14,111,92,147,0,3,5,21,32,45,2,72,32,135,47,3,152,25
GH50,5,0,7,0,0,0,2,30,0,13,0,3,1,1,1,21,10,13,13,4,24,17,22,0,1,1,20,28,98,6,63,17,78,55,0,109,18
GH51,22,21,16,2,9,6,2,53,1,12,4,6,6,2,4,32,17,19,16,33,73,58,68,0,7,1,17,34,77,7,129,52,218,111,1,183,49
GH52,2,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,2,0,0,3,0
GH53,20,20,7,1,3,8,0,15,3,11,4,10,3,4,5,59,45,64,20,27,24,18,35,1,3,1,16,23,70,12,18,3,41,20,0,89,28
GH54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GH55,3,5,1,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,3,2,0,1,1,1,0,0,1,23,4,8,1,5,5,0,5,1
GH56,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
GH57,111,147,108,16,16,35,40,150,29,109,111,44,99,101,102,94,92,71,129,43,732,646,552,14,84,39,82,147,224,38,299,170,507,282,21,757,272
GH59,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,0,0,0,3,4,1,1,5,1,11,5,0,5,0
GH5_1,4,5,7,3,2,2,0,2,3,1,0,3,0,0,0,0,0,1,1,1,0,1,3,0,1,1,2,0,2,2,3,1,4,5,1,4,1
GH5_10,1,5,1,0,0,0,0,4,1,1,0,0,0,0,0,1,0,5,2,1,0,1,4,0,0,0,1,2,6,1,7,0,2,5,0,8,1
GH5_12,1,1,1,0,0,0,0,0,0,7,9,1,7,7,5,5,5,3,4,1,8,4,9,0,4,0,0,2,1,0,4,5,14,3,0,29,4
GH5_13,60,72,56,8,27,39,7,56,30,40,12,42,9,2,10,45,31,60,29,13,38,33,76,5,2,11,34,64,79,14,126,29,167,102,2,190,71
GH5_17,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,1,0,1,2,0,0,0,0,0,0,0,1,0
GH5_18,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,2,1,0,0,0,0,0,0,0,1,0,1,4,0,0,0
GH5_19,9,22,16,3,7,8,9,9,8,10,3,10,7,4,7,1,3,2,5,3,54,40,14,5,0,5,15,4,25,4,6,6,13,8,10,20,8
GH5_2,8,11,5,3,1,2,2,8,2,2,1,9,0,0,1,15,8,15,5,16,5,6,29,1,3,1,4,15,24,4,13,1,15,15,0,24,10
GH5_21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH5_22,6,4,2,3,0,1,1,5,0,5,0,3,1,1,0,7,9,4,2,4,19,23,27,0,4,0,1,6,24,0,8,0,11,7,0,22,10
GH5_24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH5_25,17,13,4,4,4,4,0,10,3,15,4,5,9,4,3,31,18,29,11,8,36,20,44,0,0,1,12,19,81,5,19,6,32,23,0,43,17
GH5_26,7,9,2,1,1,1,1,1,0,3,7,2,3,0,1,19,12,11,5,1,10,7,6,0,0,0,2,4,40,6,9,1,5,7,0,17,6
GH5_27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0
GH5_28,7,6,1,0,0,0,0,1,0,2,2,0,2,0,0,11,15,13,19,10,20,9,27,0,5,0,0,1,25,0,16,3,11,7,0,13,8
GH5_29,3,5,0,0,0,4,0,0,0,0,0,0,0,0,0,2,5,3,7,6,1,1,4,0,0,1,0,0,4,0,0,0,0,0,0,2,0
GH5_31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH5_33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GH5_34,13,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,3,5,6,0,1,0,2,0,0,4,1
GH5_36,14,7,7,1,3,4,1,48,6,32,5,24,10,3,7,26,17,11,25,3,21,13,18,0,2,0,28,32,60,3,23,14,49,21,0,74,34
GH5_37,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,6,0,1,0,0,0,0,0,0,3,1,2,1,5,2,0,0,0
GH5_38,5,8,4,2,2,3,0,1,2,1,4,2,2,1,0,10,10,8,6,1,6,3,13,0,0,0,1,5,42,0,12,3,19,5,2,24,10
GH5_39,7,7,8,0,2,3,0,8,1,7,0,8,0,0,1,0,0,2,1,0,11,7,12,1,0,0,6,10,14,1,9,3,19,13,1,21,8
GH5_4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3,12,0,8,1,0,4,0,3,0,0,0,7,2,3,1,3,0,0,1,2
GH5_40,1,4,3,0,0,1,0,5,1,3,0,1,1,0,0,0,0,1,1,4,1,2,2,0,0,0,1,3,2,0,2,0,3,2,0,7,3
GH5_41,3,4,1,1,2,0,0,2,1,1,0,2,0,0,1,4,4,0,3,1,7,7,7,0,0,0,3,3,19,0,1,0,2,1,0,30,8
GH5_42,1,1,0,3,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,3,3,4,0,1,1,1,1,13,1,0,0,0,0,0,1,0
GH5_43,2,5,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GH5_44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH5_45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,10,0,0,0,2,0,1,0,0,0,0,0,0
GH5_46,43,15,9,2,0,9,0,5,4,5,6,4,4,8,5,33,25,38,13,12,28,27,55,0,4,0,13,21,81,7,11,2,7,4,0,29,19
GH5_47,3,2,5,1,0,0,0,5,3,2,0,2,1,0,1,2,1,9,4,0,4,2,6,0,0,0,5,6,3,0,4,0,4,2,0,9,5
GH5_48,6,9,4,1,1,1,2,13,5,13,15,6,14,11,9,3,8,2,12,1,40,33,29,0,1,4,12,19,20,1,18,7,44,21,0,50,16
GH5_5,1,3,8,1,5,3,1,1,4,1,0,1,1,0,1,2,0,1,2,4,3,0,9,1,0,5,1,0,4,0,4,0,7,5,2,10,3
GH5_50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GH5_51,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH5_52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
GH5_53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GH5_54,1,0,0,0,0,0,0,1,0,0,2,0,2,2,2,0,0,0,0,2,12,7,19,0,7,0,0,1,5,0,1,0,3,0,0,5,1
GH5_55,0,0,0,0,0,0,0,0,0,2,0,2,1,0,2,5,7,6,3,0,0,0,1,0,1,0,0,1,6,0,2,0,1,1,0,6,1
GH5_56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
GH5_7,7,10,12,2,2,3,0,15,2,14,5,8,12,11,14,4,8,1,17,10,26,19,16,2,6,2,9,13,13,1,33,13,60,24,1,68,18
